City,Temperature (K),Feels Like (K),Min Temperature (K),Max Temperature (K),Pressure (hPa),Humidity (%),Weather Description,Wind Speed (m/s),Wind Direction (degrees),Cloudiness (%),Country,Sunrise,Sunset
Berlin,295.82,295.58,294.76,297.08,1016,55,scattered clouds,8.05,305,40,DE,1719110619,1719171210
